Prospecting Data,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Company Name,Contact Name,,BusinessPhone,,,,Email,,,,,PWC,,,
Blue Jay Roofing  Roofing Service,facebook.com/Blue-Jay-Roofing-101649798734647,facebook.com/Blue-Jay-Roofing-101649798734647,7802202087,,,,lozadaconstruction@outlook.com,,"Specialized in sloped roofs asphalt shingles, tear off and install. Re-Roof and new construction... 3500 Sonoma Pines Dr, West Kelowna, BC V4T, Canada,...",tear off and install. Re-Roof and new construction... 3500 Sonoma Pines Dr,,65,,facebook.com/Blue-Jay-Roofing-101649798734647 With 28 likes.,Zip Not Valid
Wilson's Remodeling  Plumbing Service,facebook.com/169308920400414,facebook.com/Wilsons-Remodeling-169308920400414/,7059751036,,,,,,"Hello Locally owned and operated family business. We are here too help with all your household... 7 Centennial Ave, Wawa, ON, Canada p0s 1k0",Wawa,,60,,facebook.com/Wilsons-Remodeling-169308920400414/ With 121 likes.,Zip Not Valid
Generation Solar  Solar Energy Company,facebook.com/generationsolarinc,facebook.com/generationsolarinc,7057411700,,,generationsolar.com/contact,info@generationsolar.com,550 Gilchrist St.,"provides solar energy solutions for commercial, residential, and institutional... 550 Gilchrist St., Peterborough, ON, Canada K9H 4N9",residential,,102,,facebook.com/generationsolarinc With 28 likes.,Zip Not Valid
Tiffin service  In-Home Service,facebook.com/Tiffin-service-342481046570544,facebook.com/Tiffin-service-342481046570544,6047204026,,,,,,"We deliver 7 days a week call 604 720 4026 2 sabzi 8 roti and salad 210 per month  15222 88 ave, Surrey, BC, Canada V3r3p4",Surrey,,2,,facebook.com/Tiffin-service-342481046570544 With 101 likes.,Zip Not Valid
CA Sustainable Mechanical  Plumbing Service,instagram.com/casustainablemechanical,facebook.com/CAsustainablemechanical,5879379101,,,casustainablemechanical.com/,casustainablemechanical@yahoo.com,5390 Chappelle Road SW,"At , servicing Edmonton & surrounding areas, we oversee the installation,... 5390 Chappelle Road SW, Edmonton, AB, Canada T6W 3K7",servicing Edmonton & surrounding areas,,60,,facebook.com/CAsustainablemechanical With 57 likes.,Zip Not Valid
Roy-Mar Demolition  Demolition & Excavation Company,facebook.com/204559523054142,facebook.com/Roy-Mar-Demolition-204559523054142/,5192701103,,,,roymardemolition@gmail.com,,"Demolition & Excavation Company Owen Sound, ON, Canada",ON,,18,,facebook.com/Roy-Mar-Demolition-204559523054142/ With 633 likes.,Zip Not Valid
Horizon Construction & remodeling  Construction Company,facebook.com/horizonconstruction2019,facebook.com/horizonconstruction2019,5067087330,,,,dasilvarenovation2019@gmail.com,,"We have free estimate and fully insurance. 5067087330 New Brunswick  Canada 27 talmadge court, Fredericton, NB, Canada",Fredericton,,2,,facebook.com/horizonconstruction2019 With 35 likes.,Zip Not Valid
MacLeod  Construction Company,facebook.com/MacLeodBuilt,facebook.com/MacLeodBuilt,4034520715,,,macleodbuilt.com/,estimating@macleodbuilt.com,"2103, 4416 64th Ave SE","is a full-service general contractor. Located throughout Calgary, Edmonton and Vancouver. 2103, 4416 64th Ave SE, Calgary, AB, Canada T2C 2B3",Edmonton and Vancouver. 2103,,2,,"facebook.com/MacLeodBuilt MacLeod is a full-service general contractor. Located throughout Calgary, Edmonton and Vancouver. With 51 likes.",Zip Not Valid
Molnar Roofing  Roofing Service,facebook.com/Molnar-Roofing-104415431759534,facebook.com/Molnar-Roofing-104415431759534,3066219969,,,,molnar.roofing.sk@gmail.com,,"Residential and commercial roofing. BP certified Asphalt , rubber  Yorkton, SK, Canada S3N 2E3",rubber  Yorkton,,65,,facebook.com/Molnar-Roofing-104415431759534 With 220 likes.,Zip Not Valid
Saskatoon Driveway Sealing  Local service,facebook.com/102107154900693,facebook.com/saskatoondrivewaysealing/,3062607263,,,saskatoondrivewaysealing.com/,saskatoondrivewaysealing@gmail.com,,"We seal all types of concrete driveways. We use top of the line synthetic and acrylic sealers,... 958 Kolynchuck Bnd, Saskatoon, SK S7T, Canada,...",Saskatoon,,16,,facebook.com/saskatoondrivewaysealing/ With 98 likes.,Zip Not Valid
Roofing Guaranteed  Roofing Service,facebook.com/1948551642022859,facebook.com/RoofingGuaranteed1997/,2892282347,,,,roofingguaranteed1997@gmail.com,,"has been serving the niagara region since 2005.  We are a family owned and... 493 Niagara St, Saint Catharines, ON, Canada L2M 3P4",Saint Catharines,,65,,facebook.com/RoofingGuaranteed1997/ With 112 likes.,Zip Not Valid
Aspen Hill Construction & Remodeling Ltd  Productservice,facebook.com/aspenhillconstruction,facebook.com/aspenhillconstruction,7094862347,,,,aspenhillconstruction@hotmail.com,,"Aspen Hill Construction & Remodeling is a family owned and operated business. We are here to help... Aspen Dr, Northern Arm, NL A0J, Canada, Botwood, NL,...",Northern Arm,,2,,facebook.com/aspenhillconstruction With 509 likes.,Zip Not Valid
LUX Painting  Productservice,facebook.com/interiorpainting21,facebook.com/interiorpainting21,6475632714,,,,luxpainting03@gmail.com,,"Interior Painting  HouseApartament offices Toronto, ON, Canada",ON,,55,,facebook.com/interiorpainting21 With 35 likes.,Zip Not Valid
Efficient exteriors  Home Window Service,facebook.com/731799586908894,facebook.com/Efficient-exteriors-731799586908894/,9053277226,,,,,,"Locally owned & operated general contracting company specializing in exterior finishes  Keefer rd, Thorold, ON, Canada L2v4k7",Thorold,,22,,facebook.com/Efficient-exteriors-731799586908894/ With 70 likes.,Zip Not Valid
Five Star Construction  Kitchen & Bath Contractor,facebook.com/FiveStarConstructionNL,facebook.com/FiveStarConstructionNL,7097300442,,,,fivestarconstructionnl@outlook.com,,"is FAMILY OWNED & OPERATED. Complete with a Father-Son ambition to provide... St. John's, Newfoundland and Labrador, NL, Canada",Newfoundland and Labrador,,2,,facebook.com/FiveStarConstructionNL With 414 likes.,Zip Not Valid
Wes Brennan Construction and General Contracting Ltd  Contractor,facebook.com/Wes-Brennan-Construction-and-General-Contracting-Ltd-1265449520290293,facebook.com/Wes-Brennan-Construction-and-General-Contracting-Ltd-1265449520290293,7053262610,,,wesbrennanconstruction.com/,wesbrennanconstruction@rogers.com,114 Norweld Drive,"Quality from Start to Finish 114 Norweld Drive, Orillia, ON, Canada L3V7W5",Orillia,,2,,facebook.com/Wes-Brennan-Construction-and-General-Contracting-Ltd-1265449520290293 With 236 likes.,Zip Not Valid
SK Electrical & Construction  Construction Company,facebook.com/SKElectrical.Construction,facebook.com/SKElectrical.Construction,5149194918,,,,,,"is a company based in Montreal and surrounding area and is specialized... Montreal, QC, Canada",QC,,25,,facebook.com/SKElectrical.Construction With 537 likes.,Zip Not Valid
Capital Hardwood Floors  Home Improvement,pinterest.com/capitalhardwoodfloor,facebook.com/Capital-Hardwood-Floors-685159101955517/,4165362200,,,capitalfloor.com/,info@capitalfloor.com,1015 Dupont Street,"We offer high quality flooring products and services catered to meet all of your design requirements. 1015 Dupont Street, Toronto, ON, Canada M6H 1Z7",Toronto,,32,,facebook.com/Capital-Hardwood-Floors-685159101955517/ With 55 likes.,Zip Not Valid
SOS Appliance Repairs Ontario  Appliances,facebook.com/SOSAppliancerepairson,facebook.com/SOSAppliancerepairson,2894260867,,,sosappliancerepairs.com/,info@sosappliancerepairs.com,783 Colborne Street East,"YOUR TRUSTED LOCAL APPLIANCE REPAIRER SOS Appliance Repairs team believes every customer... 783 Colborne Street East, Brantford, ON, Canada N3S 3S3",Brantford,,3,,facebook.com/SOSAppliancerepairson With 10 likes.,Zip Not Valid
Dimitri's Plumbing & Heating Ltd.  Plumbing Service,facebook.com/1463055970663253,facebook.com/Dimitris-Plumbing-Heating-Ltd-1463055970663253/,9028309005,,,,,,"Dimitris Plumbing and Heating Ltd 130 Solutions Dr, Halifax, NS, Canada B3M 4H4",Halifax,,60,,facebook.com/Dimitris-Plumbing-Heating-Ltd-1463055970663253/ With 363 likes.,Zip Not Valid
Appliance Repair Solutions  Appliance Repair Service,facebook.com/appliancerepairsln,facebook.com/appliancerepairsln,6472077667,,,,appliancerepairsln@gmail.com,135 rose avenue,"Professional Appliance Technician repairs all major Appliances.... 135 rose avenue, Toronto, ON, Canada m4x1p1",Toronto,,3,,facebook.com/appliancerepairsln With 92 likes.,Zip Not Valid
Knee Deep Plumbing and Heating  Plumbing Service,,facebook.com/Knee-Deep-Plumbing-and-Heating-348557061999778,7808358845,,,,kneedeepplumbingandheating@gmail.com,st,"is a company I started to provide plumbing and heating maintenance/... st, Fairview, AB, Canada T0H1L0",Fairview,,60,,facebook.com/Knee-Deep-Plumbing-and-Heating-348557061999778 With 162 likes.,Zip Not Valid
KMS Carpet Cleaning  Carpet Cleaner,facebook.com/KMS-Carpet-Cleaning-356778257766820,facebook.com/KMS-Carpet-Cleaning-356778257766820,7095413918,,,,kmscarpetcleaning@hotmail.com,,"Carpet and Upholstery CareWe Clean- Mattresses - Leather- Rugs- Vehicles- Motor HomesOther... 316 Main Street, Lewisporte, NL, Canada A0g3A0",Lewisporte,,11,,facebook.com/KMS-Carpet-Cleaning-356778257766820 With 226 likes.,Zip Not Valid
Joanna's house cleaning services  In-Home Service,facebook.com/2457831064500729,facebook.com/Joannas-house-cleaning-services-2457831064500729/,4168780178,,,,joannanowacki@gmail.com,,"A small house cleaning company. We focus on individual needs of our clients. Reliable, affordable... Ajax, ON, Canada",affordable... Ajax,,13,,facebook.com/Joannas-house-cleaning-services-2457831064500729/ With 86 likes.,Zip Not Valid
Walker Home & Property  Contractor,facebook.com/WalkerHomeandProperty,facebook.com/WalkerHomeandProperty,3066508733,,,,whp@sasktel.net,126 Second Avenue West,"Specializes in Residential Construction, Renovations, Maintenance, and... 126 Second Avenue West, Gravelbourg, SK, Canada S0H1X0",Renovations,,2,,facebook.com/WalkerHomeandProperty General Contracting Services for your Home & Property With 150 likes.,Zip Not Valid
"A.C. Herbert Heating and Cooling ltd  Heating, Ventilating & Air Conditioning Service",,facebook.com/ACHerbertHeating,6132963455,,,ACHerbert.com/,herbert4@xplornet.com,,"At A.C. Herbert, we treat your home as if it were our own, and we are not happy until you are. We... 3350 Dalmac Road, Ottawa, ON, Canada K0A 2W0",we treat your home as if it were our own,,39,,facebook.com/ACHerbertHeating With 116 likes.,Zip Not Valid
Ground Effects Landscaping  Landscape Company,facebook.com/Ground-Effects-Landscaping-105558065090190,facebook.com/Ground-Effects-Landscaping-105558065090190,9022950863,,,,gfxlandscaping@outlook.com,,"Family operated landscaping company started new 2021. Offering lots off services at the cheapest... Donkin, NS, Canada B1A",NS,,47,,"facebook.com/Ground-Effects-Landscaping-105558065090190 Lawn care, earth moving, garden weeding, landscape design, driveway instillation, tree services all at a cheap rate  With 35 likes.",Zip Not Valid
Acapulco Pools  Swimming Pool & Hot Tub Service,facebook.com/AcapulcoPools1,facebook.com/AcapulcoPools1,5197436357,,,acapulcopools.com/,info@acapulcopools.com,1550 Victoria St. N.,"Builders of World Class Facilities throughout North America. We'll help your aquatic facility... 1550 Victoria St. N., Kitchener, ON, Canada N2B 3E2",Kitchener,,61,,"facebook.com/AcapulcoPools1 Acapulco Pools continues to uphold a strong reputation as builders of commercial swimming pools, water features, splash pads and aquatic facilities throughout North America. The Project Support Centre, based out of Kitchener, ON, is the backbone for our fully mobile project and construction teams. Together, we build aquatic facilities to the highest standards. With 556 likes.",Zip Not Valid
Erica's Local Window Cleaning & Outdoor Services  Home Window Service,facebook.com/EricasLocalWindowCleaningAndOutdoorServices,facebook.com/EricasLocalWindowCleaningAndOutdoorServices,5196390057,,,,ericamcalister@collegepro.com,,"Welcome to my page My name is Erica McAlister and I am running my own business over this upcoming... London, Grand bend, Bayfield, London, ON, Canada N6K5E1",Grand bend,,22,,facebook.com/EricasLocalWindowCleaningAndOutdoorServices With 229 likes.,Zip Not Valid
Dan Bird Construction  Contractor,facebook.com/Dan-Bird-Construction-1465327360144193,facebook.com/Dan-Bird-Construction-1465327360144193,6133379675,,,danbirdconstruction.com/,danbirdconstruction@hotmail.com,,"We are now proudly associated with Beaver Homes and Cottages through Home Hardware. These are... 2108 HWY 620, Coe Hill, ON, Canada K0L 1P0",Coe Hill,,2,,"facebook.com/Dan-Bird-Construction-1465327360144193 From Windows and Doors, Basements and Renovations, Kitchens and Additions, Decks, Porches, Sheds, Garages, and Gazebos, New Home Construction. nWe do it allnWe're sure you'll be happy working with us. With 178 likes.",Zip Not Valid
Immerspa  Swimming Pool & Hot Tub Service,"instagram.com/immerspa,screennameimmerspaLinkedIn,uriurlnull",facebook.com/Immerspa,8446637772,,,immerspa.com/,info@immerspa.com,,"Bring the spa experience home with an affordable, easy to install, inground water feature.... 281-1462 Centre Rd, Carlisle, AB, Canada L0R 1H0",easy to install,,61,,facebook.com/Immerspa With 874 likes.,Phone Not Valid -- Zip Not Valid
"Q3 Contracting, Inc  Construction Company",facebook.com/Q3-Contracting-Inc-157098178228270,facebook.com/Q3-Contracting-Inc-157098178228270,8889042500,,,q3contracting.com/,staffing@q3contracting.com,,"Q3 Contracting, we provide both specific and turnkey services for our customers in gas, oil,... 3066 Spruce St, Little Canada, MN 55117",we provide both specific and turnkey services for our customers in gas,,2,,facebook.com/Q3-Contracting-Inc-157098178228270 With 780 likes.,Phone Not Valid -- Zip Not Valid
Elite Pool Design  Swimming Pool & Hot Tub Service,facebook.com/elitepooldesign,facebook.com/elitepooldesign,8556227383,,,elitepooldesign.com/,swim@elitepooldesign.com,,"specializes in custom swimming pools and landscape construction. Through careful... Oshawa, ON, Canada",specializes in custom swimming pools and landscape construction. Through careful... Oshawa,,61,,facebook.com/elitepooldesign With 2296 likes.,Phone Not Valid -- Zip Not Valid
Nordik Windows and Doors  Home Window Service,instagram.com/nordikwindows,facebook.com/nordikwindows,8003017366,,,nordik.com/,info@nordik.com,5900 Ambler Dr Unit #2,"is Toronto's Window & Door Replacement Company. We are proud to offer... 5900 Ambler Dr Unit #2, Mississauga, ON, Canada L4W 2N3",Mississauga,,22,,facebook.com/nordikwindows With 2048 likes.,Phone Not Valid -- Zip Not Valid
Truly Wood Furniture,facebook.com/Truly-Wood-Furniture-542213132499730,facebook.com/Truly-Wood-Furniture-542213132499730,5196631111,,,mennonitecraftedfurniture.com/,trulywoodfurniture@gmail.com,,"we design and manufacture handcrafted solid wood furniture for your entire home Richmond Street and Medway road in Arva, London, ON, Canada",London,,Furniture,,facebook.com/Truly-Wood-Furniture-542213132499730 With 59 likes.,No PWC Found  -- Zip Not Valid
Impt-Service Jacques Malo  Professional Service,facebook.com/Impt-Service-Jacques-Malo-913847708710492,facebook.com/ImpC3B4t-Service-Jacques-Malo-913847708710492,4505872810,,,,malojacques60@videotron.ca,753 rue Malo,"Service de prparation de dclarations d'impts des particuliers T1, de succession T3 et plus  753 rue Malo, Contrecoeur, QC, Canada J0L 1C0",de succession T3 et plus  753 rue Malo,,Professional Service,,facebook.com/ImpC3B4t-Service-Jacques-Malo-913847708710492 With 214 likes.,No PWC Found  -- Zip Not Valid
EM Electro-Mobile inc demarreur a distance et radio d autos  Glass Service,facebook.com/162060730670130,facebook.com/EMELECTROMOBILE/,4187207462,,8002790636,plus.google.com/111323352407008609353/collections,benoit.thibault@hotmail.com,300 AV DU PONT SUD,"Vente et installation reparation  de dmarreur  distance  et  radio d autos  300 AV DU PONT SUD, Alma, QC, Canada G8B 2V9",Alma,,22,,"facebook.com/EMELECTROMOBILE/ EM u00c9lectro-mobile est une entreprise spu00e9cialisu00e9e en installation et ru00e9paration de du00e9marreurs u00e0 distance, radio du2019auto et  systu00e8me de repu00e9rage Tag trackingu00b8nnContactu00e9-nous et vous serez surpris par nos prix With 649 likes.",Cell Not Valid -- Zip Not Valid
Pavilion Structures  Construction Company,twitter.com/PavStructures,facebook.com/PavilionStructures,7804881726,,8773228234,pavilionstructures.com/,sales@pavilionstructures.com,12872 141 St NW,"Pavilion has been engineering and manufacturing fabric cover building structures throughout North... 12872 141 St NW, Edmonton, AB, Canada T5L 4S3",Edmonton,,2,,facebook.com/PavilionStructures With 236 likes.,Cell Not Valid -- Zip Not Valid
